p,rho,seed,protocol,unsafe_total,unsafe_allowed,safe_total,safe_blocked,containment_failure_rate,false_block_rate,benign_success_rate
0.05,0.25,7,single_source,28233,1162,71767,2541,0.04115751071441221,0.0354062452101941,0.9645937547898059
0.05,0.25,7,redundant_fail_closed,28233,285,71767,4346,0.010094570183827437,0.060557080552343,0.939442919447657
0.05,0.25,7,correlation_aware,28233,96,71767,3268,0.0034002762724471363,0.04553624925104853,0.9544637507489515
0.05,0.25,7,three_source_diverse,28233,366,71767,1121,0.012963553288704707,0.015619992475650369,0.9843800075243496
0.05,0.25,8,single_source,27970,1094,72030,2660,0.03911333571683947,0.0369290573372206,0.9630709426627794
0.05,0.25,8,redundant_fail_closed,27970,274,72030,4385,0.00979621022524133,0.06087741218936554,0.9391225878106344
0.05,0.25,8,correlation_aware,27970,83,72030,3460,0.0029674651412227387,0.04803554074691101,0.951964459253089
0.05,0.25,8,three_source_diverse,27970,340,72030,1197,0.01215588130139435,0.01661807580174927,0.9833819241982508
0.05,0.25,9,single_source,27967,1086,72033,2617,0.03883147995852254,0.036330570710646506,0.9636694292893535
0.05,0.25,9,redundant_fail_closed,27967,322,72033,4380,0.011513569564129153,0.06080546416225897,0.939194535837741
0.05,0.25,9,correlation_aware,27967,87,72033,3421,0.0031108091679479385,0.04749212166645843,0.9525078783335416
0.05,0.25,9,three_source_diverse,27967,389,72033,1188,0.013909250187721243,0.01649244096455791,0.9835075590354421
0.05,0.25,10,single_source,27722,1123,72278,2697,0.04050934276026261,0.037314258833946706,0.9626857411660533
0.05,0.25,10,redundant_fail_closed,27722,324,72278,4491,0.011687468436620734,0.06213508951548189,0.9378649104845181
0.05,0.25,10,correlation_aware,27722,97,72278,3402,0.003499026044296948,0.04706826420210852,0.9529317357978915
0.05,0.25,10,three_source_diverse,27722,407,72278,1202,0.014681480412668639,0.01663023326600072,0.9833697667339992
0.05,0.25,11,single_source,28028,1121,71972,2603,0.03999571856714714,0.03616684266103485,0.9638331573389651
0.05,0.25,11,redundant_fail_closed,28028,312,71972,4407,0.011131725417439703,0.06123214583449119,0.9387678541655088
0.05,0.25,11,correlation_aware,28028,92,71972,3236,0.0032824318538604252,0.04496192963930418,0.9550380703606958
0.05,0.25,11,three_source_diverse,28028,385,71972,1132,0.013736263736263736,0.015728338798421608,0.9842716612015784
0.05,0.25,12,single_source,28118,1124,71882,2602,0.03997439362685824,0.03619821373918366,0.9638017862608164
0.05,0.25,12,redundant_fail_closed,28118,303,71882,4375,0.010776015363823886,0.060863637628335326,0.9391363623716646
0.05,0.25,12,correlation_aware,28118,96,71882,3364,0.0034141830855679636,0.04679892045296458,0.9532010795470354
0.05,0.25,12,three_source_diverse,28118,384,71882,1183,0.013656732342271855,0.016457527614701872,0.9835424723852981
0.05,0.25,13,single_source,28203,1099,71797,2621,0.0389674857284686,0.03650570358092956,0.9634942964190705
0.05,0.25,13,redundant_fail_closed,28203,312,71797,4416,0.011062652909264972,0.061506748192821425,0.9384932518071786
0.05,0.25,13,correlation_aware,28203,79,71797,3397,0.0028011204481792717,0.047313954622059416,0.9526860453779405
0.05,0.25,13,three_source_diverse,28203,379,71797,1210,0.013438286707087898,0.01685307185537,0.98314692814463
0.05,0.25,14,single_source,28034,1067,71966,2619,0.03806092601840622,0.03639218519856599,0.963607814801434
0.05,0.25,14,redundant_fail_closed,28034,298,71966,4385,0.01062994934722123,0.06093155101019926,0.9390684489898007
0.05,0.25,14,correlation_aware,28034,92,71966,3385,0.0032817293286723265,0.04703610038073535,0.9529638996192646
0.05,0.25,14,three_source_diverse,28034,375,71966,1149,0.013376614111436114,0.015965872773254036,0.984034127226746
0.05,0.25,15,single_source,28194,1121,71806,2579,0.0397602326736185,0.03591621870038715,0.9640837812996128
0.05,0.25,15,redundant_fail_closed,28194,304,71806,4374,0.010782435979286372,0.06091412973846197,0.939085870261538
0.05,0.25,15,correlation_aware,28194,79,71806,3299,0.002802014613038235,0.04594323594128624,0.9540567640587138
0.05,0.25,15,three_source_diverse,28194,372,71806,1164,0.013194296658863588,0.01621034453945353,0.9837896554605464
0.05,0.25,16,single_source,27819,1083,72181,2613,0.03893022754232719,0.03620066222413101,0.963799337775869
0.05,0.25,16,redundant_fail_closed,27819,328,72181,4378,0.011790502893705741,0.06065308045053407,0.9393469195494659
0.05,0.25,16,correlation_aware,27819,92,72181,3352,0.0033070922750638053,0.04643881353818872,0.9535611864618113
0.05,0.25,16,three_source_diverse,27819,405,72181,1187,0.014558395341313491,0.01644477078455549,0.9835552292154445
0.05,0.25,17,single_source,28057,1107,71943,2708,0.03945539437573511,0.03764091016499173,0.9623590898350083
0.05,0.25,17,redundant_fail_closed,28057,327,71943,4471,0.011654845493103326,0.06214642147255466,0.9378535785274453
0.05,0.25,17,correlation_aware,28057,84,71943,3536,0.002993905264283423,0.049150021544834104,0.950849978455166
0.05,0.25,17,three_source_diverse,28057,398,71943,1287,0.014185408276009552,0.01788916225345065,0.9821108377465494
0.05,0.25,18,single_source,28089,1135,71911,2672,0.04040727686994909,0.037157041342770925,0.9628429586572291
0.05,0.25,18,redundant_fail_closed,28089,316,71911,4474,0.011249955498593756,0.062215794523786346,0.9377842054762137
0.05,0.25,18,correlation_aware,28089,93,71911,3410,0.003310904624586137,0.047419727162742835,0.9525802728372572
0.05,0.25,18,three_source_diverse,28089,396,71911,1178,0.014098045498237744,0.01638136029258389,0.9836186397074161
0.05,0.25,19,single_source,28419,1104,71581,2717,0.038847250079172384,0.03795699976250681,0.9620430002374932
0.05,0.25,19,redundant_fail_closed,28419,329,71581,4550,0.011576762025405538,0.06356435366926978,0.9364356463307302
0.05,0.25,19,correlation_aware,28419,118,71581,3389,0.004152151729476758,0.04734496584289127,0.9526550341571087
0.05,0.25,19,three_source_diverse,28419,427,71581,1227,0.015025159224462507,0.017141420209273412,0.9828585797907265
0.05,0.25,20,single_source,27967,1185,72033,2653,0.04237136625308399,0.036830341648966446,0.9631696583510335
0.05,0.25,20,redundant_fail_closed,27967,323,72033,4484,0.011549325991346945,0.062249246872961,0.937750753127039
0.05,0.25,20,correlation_aware,27967,98,72033,3393,0.003504129867343655,0.04710341093665403,0.952896589063346
0.05,0.25,20,three_source_diverse,27967,401,72033,1154,0.014338327314334752,0.01602043507836686,0.9839795649216332
0.05,0.25,21,single_source,27934,1099,72066,2690,0.03934273645020405,0.037326894790886134,0.9626731052091139
0.05,0.25,21,redundant_fail_closed,27934,276,72066,4474,0.009880432447912937,0.06208198040684928,0.9379180195931507
0.05,0.25,21,correlation_aware,27934,95,72066,3388,0.003400873487506265,0.04701246079982239,0.9529875392001776
0.05,0.25,21,three_source_diverse,27934,359,72066,1218,0.012851721915944726,0.016901173923903088,0.9830988260760969
0.05,0.25,22,single_source,28169,1145,71831,2636,0.040647520323760164,0.03669724770642202,0.963302752293578
0.05,0.25,22,redundant_fail_closed,28169,317,71831,4446,0.011253505626752813,0.06189528198131726,0.9381047180186828
0.05,0.25,22,correlation_aware,28169,82,71831,3441,0.0029110014555007277,0.04790410825409642,0.9520958917459036
0.05,0.25,22,three_source_diverse,28169,381,71831,1212,0.013525506762753381,0.0168729378680514,0.9831270621319486
0.05,0.25,23,single_source,27881,1150,72119,2611,0.0412467271618665,0.03620405163687794,0.9637959483631221
0.05,0.25,23,redundant_fail_closed,27881,299,72119,4439,0.01072414906208529,0.06155104757414828,0.9384489524258517
0.05,0.25,23,correlation_aware,27881,86,72119,3281,0.0030845378573221907,0.04549425255480525,0.9545057474451948
0.05,0.25,23,three_source_diverse,27881,374,72119,1134,0.013414153007424412,0.015724011702879962,0.98427598829712
0.05,0.25,24,single_source,28148,1170,71852,2586,0.04156600824214864,0.035990647441964035,0.964009352558036
0.05,0.25,24,redundant_fail_closed,28148,322,71852,4365,0.011439533892283643,0.06074987474252631,0.9392501252574736
0.05,0.25,24,correlation_aware,28148,88,71852,3382,0.003126332243853915,0.04706897511551523,0.9529310248844848
0.05,0.25,24,three_source_diverse,28148,398,71852,1169,0.014139548102884753,0.01626955408339364,0.9837304459166064
0.05,0.25,25,single_source,27894,1110,72106,2667,0.0397935039793504,0.036987213269353454,0.9630127867306465
0.05,0.25,25,redundant_fail_closed,27894,313,72106,4340,0.011221051122105112,0.06018916595012898,0.939810834049871
0.05,0.25,25,correlation_aware,27894,82,72106,3412,0.0029397002939700293,0.04731922447507836,0.9526807755249216
0.05,0.25,25,three_source_diverse,27894,385,72106,1202,0.013802251380225138,0.016669902643330653,0.9833300973566693
0.05,0.25,26,single_source,27928,1121,72072,2645,0.040138928673732456,0.036699411699411696,0.9633005883005883
0.05,0.25,26,redundant_fail_closed,27928,318,72072,4429,0.011386422228587796,0.061452436452436456,0.9385475635475635
0.05,0.25,26,correlation_aware,27928,80,72072,3428,0.002864508736751647,0.04756354756354756,0.9524364524364525
0.05,0.25,26,three_source_diverse,27928,385,72072,1195,0.013785448295617302,0.01658064158064158,0.9834193584193585
0.05,0.25,27,single_source,27861,1053,72139,2577,0.037794766878432216,0.035722702005849816,0.9642772979941502
0.05,0.25,27,redundant_fail_closed,27861,287,72139,4395,0.010301137791177632,0.060924049404621636,0.9390759505953784
0.05,0.25,27,correlation_aware,27861,91,72139,3333,0.0032662144215929076,0.04620247023108166,0.9537975297689183
0.05,0.25,27,three_source_diverse,27861,363,72139,1124,0.01302896522020028,0.01558103106502724,0.9844189689349727
0.05,0.25,28,single_source,27972,1091,72028,2665,0.039003289003289004,0.03699950019436886,0.9630004998056312
0.05,0.25,28,redundant_fail_closed,27972,332,72028,4482,0.011869011869011868,0.062225801077358804,0.9377741989226412
0.05,0.25,28,correlation_aware,27972,92,72028,3401,0.003289003289003289,0.04721774865330149,0.9527822513466985
0.05,0.25,28,three_source_diverse,27972,410,72028,1228,0.014657514657514657,0.017048925417893043,0.982951074582107
0.05,0.25,29,single_source,28011,1169,71989,2545,0.041733604655313984,0.03535262331745128,0.9646473766825487
0.05,0.25,29,redundant_fail_closed,28011,332,71989,4322,0.01185248652315162,0.06003695008959702,0.939963049910403
0.05,0.25,29,correlation_aware,28011,94,71989,3397,0.003355824497518832,0.047187764797399605,0.9528122352026004
0.05,0.25,29,three_source_diverse,28011,413,71989,1185,0.014744207632715719,0.016460848185139397,0.9835391518148606
0.05,0.5,0,single_source,28045,1061,71955,2719,0.037832055624888575,0.03778750608018901,0.962212493919811
0.05,0.5,0,redundant_fail_closed,28045,508,71955,3927,0.018113745765733644,0.05457577652699604,0.9454242234730039
0.05,0.5,0,correlation_aware,28045,75,71955,4007,0.002674273489035479,0.05568758251685081,0.9443124174831492
0.05,0.5,0,three_source_diverse,28045,559,71955,1753,0.019932251738277767,0.024362448752692657,0.9756375512473073
0.05,0.5,1,single_source,28192,1154,71808,2639,0.04093359818388195,0.036750779857397504,0.9632492201426025
0.05,0.5,1,redundant_fail_closed,28192,577,71808,3896,0.020466799091940976,0.05425579322638146,0.9457442067736186
0.05,0.5,1,correlation_aware,28192,80,71808,4029,0.0028376844494892167,0.056107954545454544,0.9438920454545454
0.05,0.5,1,three_source_diverse,28192,631,71808,1679,0.022382236095346196,0.023381795900178252,0.9766182040998217
0.05,0.5,2,single_source,28230,1077,71770,2644,0.0381509032943677,0.03683990525289118,0.9631600947471088
0.05,0.5,2,redundant_fail_closed,28230,542,71770,3847,0.019199433227063408,0.05360178347498955,0.9463982165250104
0.05,0.5,2,correlation_aware,28230,81,71770,3870,0.002869287991498406,0.053922251637174304,0.9460777483628257
0.05,0.5,2,three_source_diverse,28230,590,71770,1646,0.02089975203684024,0.022934373693743904,0.977065626306256
0.05,0.5,3,single_source,28063,1066,71937,2542,0.03798596016106617,0.035336474971155316,0.9646635250288447
0.05,0.5,3,redundant_fail_closed,28063,551,71937,3780,0.01963439404197698,0.0525459777305142,0.9474540222694858
0.05,0.5,3,correlation_aware,28063,76,71937,3824,0.002708192281651997,0.053157624032139236,0.9468423759678608
0.05,0.5,3,three_source_diverse,28063,600,71937,1545,0.021380465381463137,0.021477125818424456,0.9785228741815756
0.05,0.5,4,single_source,28119,1073,71881,2590,0.03815925175148476,0.036031774738804416,0.9639682252611956
0.05,0.5,4,redundant_fail_closed,28119,563,71881,3767,0.02002204914826274,0.05240606001585955,0.9475939399841404
0.05,0.5,4,correlation_aware,28119,83,71881,3836,0.0029517408158184857,0.05336597988341843,0.9466340201165816
0.05,0.5,4,three_source_diverse,28119,613,71881,1632,0.021800206266225683,0.02270419165008834,0.9772958083499117
0.05,0.5,5,single_source,27927,1040,72073,2573,0.0372399470046908,0.03569991536358969,0.9643000846364103
0.05,0.5,5,redundant_fail_closed,27927,506,72073,3777,0.018118666523436102,0.052405200283046356,0.9475947997169536
0.05,0.5,5,correlation_aware,27927,64,72073,3918,0.002291689046442511,0.054361550095042524,0.9456384499049575
0.05,0.5,5,three_source_diverse,27927,549,72073,1670,0.019658395101514663,0.023170951673997197,0.9768290483260028
0.05,0.5,6,single_source,28032,1096,71968,2603,0.039098173515981736,0.0361688528234771,0.9638311471765229
0.05,0.5,6,redundant_fail_closed,28032,536,71968,3815,0.019121004566210045,0.05300967096487328,0.9469903290351267
0.05,0.5,6,correlation_aware,28032,90,71968,3899,0.003210616438356164,0.054176856380613606,0.9458231436193864
0.05,0.5,6,three_source_diverse,28032,593,71968,1650,0.02115439497716895,0.022926856380613606,0.9770731436193864
0.05,0.5,7,single_source,28233,1123,71767,2569,0.039776148478730566,0.035796396672565386,0.9642036033274346
0.05,0.5,7,redundant_fail_closed,28233,546,71767,3788,0.019339071299543088,0.05278191926651525,0.9472180807334848
0.05,0.5,7,correlation_aware,28233,80,71767,3819,0.0028335635603726136,0.05321387267128346,0.9467861273287166
0.05,0.5,7,three_source_diverse,28233,600,71767,1626,0.021251726702794602,0.02265665277913247,0.9773433472208676
0.05,0.5,8,single_source,27970,1101,72030,2662,0.03936360386127994,0.03695682354574483,0.9630431764542552
0.05,0.5,8,redundant_fail_closed,27970,547,72030,3828,0.019556667858419734,0.053144523115368596,0.9468554768846315
0.05,0.5,8,correlation_aware,27970,76,72030,3974,0.002717196996782267,0.05517145633763709,0.9448285436623629
0.05,0.5,8,three_source_diverse,27970,590,72030,1653,0.021094029317125493,0.022948771345272803,0.9770512286547272
0.05,0.5,9,single_source,27967,1115,72033,2701,0.039868416347838526,0.03749670290005969,0.9625032970999403
0.05,0.5,9,redundant_fail_closed,27967,597,72033,3911,0.02134658704902206,0.05429455943803534,0.9457054405619647
0.05,0.5,9,correlation_aware,27967,89,72033,3987,0.0031823220223835234,0.05534963141893299,0.944650368581067
0.05,0.5,9,three_source_diverse,27967,648,72033,1701,0.023170164837129473,0.02361417683561701,0.9763858231643829
0.05,0.5,10,single_source,27722,1143,72278,2638,0.04123079142918981,0.03649796618611472,0.9635020338138853
0.05,0.5,10,redundant_fail_closed,27722,583,72278,3805,0.02103022869922805,0.05264395805085918,0.9473560419491408
0.05,0.5,10,correlation_aware,27722,82,72278,3943,0.0029579395426015437,0.05455325271866958,0.9454467472813304
0.05,0.5,10,three_source_diverse,27722,639,72278,1647,0.023050284972224225,0.02278701679625889,0.9772129832037411
0.05,0.5,11,single_source,28028,1107,71972,2596,0.03949621806764664,0.036069582615461566,0.9639304173845384
0.05,0.5,11,redundant_fail_closed,28028,573,71972,3762,0.020443841872413302,0.05227032734952482,0.9477296726504751
0.05,0.5,11,correlation_aware,28028,78,71972,3784,0.0027829313543599257,0.052576001778469404,0.9474239982215306
0.05,0.5,11,three_source_diverse,28028,625,71972,1631,0.022299129441986584,0.02266159061857389,0.9773384093814261
0.05,0.5,12,single_source,28118,1156,71882,2635,0.041112454655380895,0.03665729946300882,0.9633427005369912
0.05,0.5,12,redundant_fail_closed,28118,598,71882,3816,0.021267515470517105,0.053087003700509165,0.9469129962994909
0.05,0.5,12,correlation_aware,28118,83,71882,3909,0.0029518457927306353,0.05438079074038007,0.94561920925962
0.05,0.5,12,three_source_diverse,28118,654,71882,1661,0.023259122270431754,0.02310731476586628,0.9768926852341338
0.05,0.5,13,single_source,28203,1098,71797,2517,0.038932028507605576,0.035057175090881236,0.9649428249091188
0.05,0.5,13,redundant_fail_closed,28203,570,71797,3703,0.02021061589192639,0.051575971140855464,0.9484240288591446
0.05,0.5,13,correlation_aware,28203,73,71797,3893,0.002588377123001099,0.0542223212669053,0.9457776787330947
0.05,0.5,13,three_source_diverse,28203,617,71797,1631,0.02187710527248874,0.02271682660835411,0.9772831733916459
0.05,0.5,14,single_source,28034,1111,71966,2596,0.03963044874081473,0.03607258983408832,0.9639274101659117
0.05,0.5,14,redundant_fail_closed,28034,577,71966,3792,0.0205821502461297,0.05269154878692716,0.9473084512130728
0.05,0.5,14,correlation_aware,28034,76,71966,3916,0.002710993793251052,0.054414584664980684,0.9455854153350193
0.05,0.5,14,three_source_diverse,28034,621,71966,1645,0.022151672968538205,0.022858016285468137,0.9771419837145319
