hidden_fraction,seed,protocol,threshold,fpr,tpr,known_tpr,hidden_tpr,known_attack_mean_pairwise_corr
0.0,6,weighted_max,1.659817261999452,0.1,0.9219666666666667,0.9219666666666667,nan,-0.2290640237915511
0.0,6,hybrid_evidence,1.5513315076881522,0.1,0.9487,0.9487,nan,-0.2290640237915511
0.0,6,adaptive_evidence,1.6954244795526476,0.1,0.9017666666666667,0.9017666666666667,nan,-0.2290640237915511
0.0,6,conservative_max,1.878328467743999,0.1,0.9208,0.9208,nan,-0.2290640237915511
0.0,7,single_m1,1.3085157213836098,0.1,0.5852,0.5852,nan,-0.23355318276523315
0.0,7,algorithm_diverse,0.7871671952754294,0.1,0.9472,0.9472,nan,-0.23355318276523315
0.0,7,evidence_diverse,1.373104412042777,0.1,0.7747,0.7747,nan,-0.23355318276523315
0.0,7,max_pool,1.980290411557239,0.1,0.9238333333333333,0.9238333333333333,nan,-0.23355318276523315
0.0,7,weighted_max,1.6611561079578936,0.1,0.9253,0.9253,nan,-0.23355318276523315
0.0,7,hybrid_evidence,1.5590886340810128,0.1,0.9515333333333333,0.9515333333333333,nan,-0.23355318276523315
0.0,7,adaptive_evidence,1.6916870691337818,0.1,0.9062333333333333,0.9062333333333333,nan,-0.23355318276523315
0.0,7,conservative_max,1.881275890979377,0.1,0.9238333333333333,0.9238333333333333,nan,-0.23355318276523315
0.0,8,single_m1,1.3027455652096505,0.1,0.5924,0.5924,nan,-0.2287579401188858
0.0,8,algorithm_diverse,0.7880289916639641,0.1,0.9456666666666667,0.9456666666666667,nan,-0.2287579401188858
0.0,8,evidence_diverse,1.3682528024530531,0.1,0.7729333333333334,0.7729333333333334,nan,-0.2287579401188858
0.0,8,max_pool,1.9822023956856227,0.1,0.9222333333333333,0.9222333333333333,nan,-0.2287579401188858
0.0,8,weighted_max,1.6657828786830733,0.1,0.9218,0.9218,nan,-0.2287579401188858
0.0,8,hybrid_evidence,1.5555089067680672,0.1,0.951,0.951,nan,-0.2287579401188858
0.0,8,adaptive_evidence,1.6957332394866556,0.1,0.9024666666666666,0.9024666666666666,nan,-0.2287579401188858
0.0,8,conservative_max,1.8830922759013415,0.1,0.9222333333333333,0.9222333333333333,nan,-0.2287579401188858
0.0,9,single_m1,1.3048497839704376,0.1,0.5903333333333334,0.5903333333333334,nan,-0.22830019309967411
0.0,9,algorithm_diverse,0.8026002212825297,0.1,0.9440666666666667,0.9440666666666667,nan,-0.22830019309967411
0.0,9,evidence_diverse,1.3795195307319732,0.1,0.7728,0.7728,nan,-0.22830019309967411
0.0,9,max_pool,1.989566867976118,0.1,0.9216,0.9216,nan,-0.22830019309967411
0.0,9,weighted_max,1.679987228257809,0.1,0.9216333333333333,0.9216333333333333,nan,-0.22830019309967411
0.0,9,hybrid_evidence,1.5593238980966813,0.1,0.9496333333333333,0.9496333333333333,nan,-0.22830019309967411
0.0,9,adaptive_evidence,1.7084619385124888,0.1,0.9016666666666666,0.9016666666666666,nan,-0.22830019309967411
0.0,9,conservative_max,1.890088524577312,0.1,0.9216,0.9216,nan,-0.22830019309967411
0.0,10,single_m1,1.3072282379596332,0.1,0.5881,0.5881,nan,-0.2278448426329324
0.0,10,algorithm_diverse,0.780283969354477,0.1,0.9477333333333333,0.9477333333333333,nan,-0.2278448426329324
0.0,10,evidence_diverse,1.3783526147403689,0.1,0.7727333333333334,0.7727333333333334,nan,-0.2278448426329324
0.0,10,max_pool,1.9770813976815953,0.1,0.9193666666666667,0.9193666666666667,nan,-0.2278448426329324
0.0,10,weighted_max,1.6788135416065635,0.1,0.919,0.919,nan,-0.2278448426329324
0.0,10,hybrid_evidence,1.5527227786357316,0.1,0.9503,0.9503,nan,-0.2278448426329324
0.0,10,adaptive_evidence,1.7030474564704476,0.1,0.8976333333333333,0.8976333333333333,nan,-0.2278448426329324
0.0,10,conservative_max,1.8782273277975154,0.1,0.9193666666666667,0.9193666666666667,nan,-0.2278448426329324
0.0,11,single_m1,1.3017278263073588,0.1,0.5886666666666667,0.5886666666666667,nan,-0.22950867984508586
0.0,11,algorithm_diverse,0.7826304063011971,0.1,0.9468333333333333,0.9468333333333333,nan,-0.22950867984508586
0.0,11,evidence_diverse,1.361101866365965,0.1,0.7782,0.7782,nan,-0.22950867984508586
0.0,11,max_pool,1.978332251174702,0.1,0.9227,0.9227,nan,-0.22950867984508586
0.0,11,weighted_max,1.6642484683286256,0.1,0.9233666666666667,0.9233666666666667,nan,-0.22950867984508586
0.0,11,hybrid_evidence,1.5585062635673579,0.1,0.9504,0.9504,nan,-0.22950867984508586
0.0,11,adaptive_evidence,1.6930759415337535,0.1,0.9025333333333333,0.9025333333333333,nan,-0.22950867984508586
0.0,11,conservative_max,1.8794156386159668,0.1,0.9227,0.9227,nan,-0.22950867984508586
0.0,12,single_m1,1.3114866752280423,0.1,0.5895333333333334,0.5895333333333334,nan,-0.22916720796931797
