corruption,seed,protocol,containment_failure_rate,false_block_rate,benign_success_rate
0.2,0,halo_redundant,0.02084075525472034,0.22271652995968302,0.777283470040317
0.2,1,model_monitor,0.3815069701782248,0.08916486429916975,0.9108351357008302
0.2,1,deterministic,0.14187400741132875,0.13960789785808972,0.8603921021419103
0.2,1,halo_redundant,0.021175224986765485,0.22179585571757482,0.7782041442824252
0.2,2,model_monitor,0.3810032017075774,0.08867714563917095,0.911322854360829
0.2,2,deterministic,0.13642831732479543,0.13478926137153985,0.8652107386284602
0.2,2,halo_redundant,0.023301316257559587,0.21762414800389485,0.7823758519961052
0.2,3,model_monitor,0.3750449478604818,0.09156392852195595,0.9084360714780441
0.2,3,deterministic,0.1449119021934556,0.13796924781825737,0.8620307521817426
0.2,3,halo_redundant,0.02067601582164689,0.2220529159163319,0.7779470840836681
0.2,4,model_monitor,0.37595725734639357,0.08856447688564477,0.9114355231143553
0.2,4,deterministic,0.13998219056099734,0.1368091762252346,0.8631908237747654
0.2,4,halo_redundant,0.02101513802315227,0.22259297879735837,0.7774070212026416
0.2,5,model_monitor,0.3734432555691984,0.08832785509476188,0.9116721449052381
0.2,5,deterministic,0.14313278372215402,0.13602349814672354,0.8639765018532765
0.2,5,halo_redundant,0.021750570075425364,0.22323239387369745,0.7767676061263026
0.2,6,model_monitor,0.37675350701402804,0.08717524636482668,0.9128247536351733
0.2,6,deterministic,0.14501730734195664,0.13355385569567915,0.8664461443043209
0.2,6,halo_redundant,0.02095099289488067,0.22238301977809938,0.7776169802219006
0.2,7,model_monitor,0.3742094167252284,0.09162706178361756,0.9083729382163824
0.2,7,deterministic,0.13668306394940266,0.1366368465194297,0.8633631534805704
0.2,7,halo_redundant,0.02600140548137737,0.2265865250209673,0.7734134749790327
0.2,8,model_monitor,0.37377106741573035,0.08857662192393737,0.9114233780760627
0.2,8,deterministic,0.13570926966292135,0.13744407158836688,0.8625559284116331
0.2,8,halo_redundant,0.021242977528089887,0.22504194630872484,0.7749580536912751
0.2,9,model_monitor,0.37446732954545453,0.0893652561247216,0.9106347438752784
0.2,9,deterministic,0.13405539772727273,0.13502227171492204,0.8649777282850779
0.2,9,halo_redundant,0.01935369318181818,0.22383073496659242,0.7761692650334076
0.2,10,model_monitor,0.3932683790965456,0.09035179380006966,0.9096482061999304
0.2,10,deterministic,0.15057573073516387,0.13618948101706724,0.8638105189829328
0.2,10,halo_redundant,0.020549158547387068,0.21727621037965866,0.7827237896203414
0.2,11,model_monitor,0.37853606789250355,0.09327941996653653,0.9067205800334635
0.2,11,deterministic,0.14586280056577086,0.14033742331288343,0.8596625766871165
0.2,11,halo_redundant,0.02050919377652051,0.221207473508087,0.778792526491913
0.2,12,model_monitor,0.3702984283948437,0.09137197461114599,0.908628025388854
0.2,12,deterministic,0.12714109129436693,0.13670921392201996,0.86329078607798
0.2,12,halo_redundant,0.02366236976867385,0.22340796540419894,0.7765920345958011
0.2,13,model_monitor,0.38120662039508807,0.08900632779361657,0.9109936722063834
0.2,13,deterministic,0.14789108382274427,0.13427438981990125,0.8657256101800987
0.2,13,halo_redundant,0.022957821676454885,0.2195952993533134,0.7804047006466865
0.2,14,model_monitor,0.37796938236846733,0.08758818188167912,0.9124118181183208
0.2,14,deterministic,0.14323420728488476,0.1341063071872599,0.8658936928127401
0.2,14,halo_redundant,0.019355973957416856,0.21666550254941677,0.7833344974505833
0.2,15,model_monitor,0.3795362010975394,0.0877987596683158,0.9122012403316841
0.2,15,deterministic,0.1407328730748805,0.13497317260121247,0.8650268273987876
0.2,15,halo_redundant,0.023189945123030624,0.21663995540380462,0.7833600445961953
0.2,16,model_monitor,0.3689734922611635,0.08818415745183948,0.9118158425481605
0.2,16,deterministic,0.13325031133250312,0.1332498782947354,0.8667501217052647
0.2,16,halo_redundant,0.020814801636719445,0.22345086584602544,0.7765491341539745
0.2,17,model_monitor,0.3827956989247312,0.08592233009708738,0.9140776699029126
0.2,17,deterministic,0.14139784946236558,0.13245492371705964,0.8675450762829404
0.2,17,halo_redundant,0.02025089605734767,0.21823855755894592,0.781761442441054
0.2,18,model_monitor,0.3711813526399435,0.09458045616237706,0.9054195438376229
0.2,18,deterministic,0.13932544587674378,0.14089418985840832,0.8591058101415917
0.2,18,halo_redundant,0.021896521278474308,0.2207574806444863,0.7792425193555137
0.2,19,model_monitor,0.3733191790516631,0.08405352662391971,0.9159464733760803
0.2,19,deterministic,0.13853503184713375,0.1307499303038751,0.869250069696125
0.2,19,halo_redundant,0.021231422505307854,0.21961248954558127,0.7803875104544187
